plz,mdbid
18314,860822
18556,860822
18465,860822
18573,860822
18334,860822
18510,860822
18461,860822
18356,860822
18574,860822
18569,860822
18513,860822
18551,860822
18586,860822
18513,860822
18513,860822
18461,860822
18507,860822
18442,860822
18445,860822
18574,860822
18465,860822
18565,860822
18442,860822
18469,860822
18314,860822
18445,860822
18569,860822
18445,860822
18586,860822
18528,860822
18334,860822
18314,860822
18551,860822
18314,860822
18442,860822
18337,860822
18461,860822
18569,860822
18442,860822
18442,860822
18510,860822
18528,860822
18528,860822
18574,860822
18445,860822
18375,860822
18445,860822
18356,860822
18581,860822
18556,860822
18528,860822
18573,860822
18528,860822
18311,860822
18461,860822
18317,860822
18551,860822
18573,860822
18546,860822
18569,860822
18320,860822
18528,860822
18586,860822
18334,860822
18513,860822
18442,860822
18439,860822
18516,860822
18519,860822
18569,860822
18465,860822
18320,860822
18569,860822
18469,860822
18461,860822
18513,860822
18442,860822
18375,860822
18556,860822
18510,860822
18347,860822
18510,860822
18374,860822
18528,860822
18586,860822
17498,860822
17498,860822
17498,860822
17489,860822
17498,860822
17498,860822
17498,860822
17498,860822
17498,860822
17498,860822
17039,860824
17039,860824
17039,860824
17094,860824
17094,860824
17099,860824
17258,860824
17098,860824
17099,860824
17349,860824
17094,860824
17094,860824
17349,860824
17349,860824
17039,860824
17349,860824
17033,860824
17039,860824
17039,860824
17094,860824
17349,860824
17337,860824
17039,860824
17039,860824
17039,860824
17349,860824
17039,860824
17348,860824
17039,860824
17039,860824
17375,860824
17129,860824
17375,860824
17379,860824
17389,860824
17506,860824
17398,860824
17129,860824
17429,860824
17321,860824
17322,860824
17392,860824
17392,860824
17322,860824
17309,860824
17509,860824
17398,860824
17440,860824
17392,860824
17129,860824
17419,860824
17398,860824
17367,860824
17309,860824
17379,860824
17419,860824
17322,860824
17121,860824
17375,860824
17322,860824
17506,860824
17495,860824
17337,860824
17390,860824
17506,860824
17358,860824
17509,860824
17379,860824
17424,860824
17375,860824
17391,860824
17126,860824
17309,860824
17419,860824
17449,860824
17509,860824
17509,860824
17390,860824
17309,860824
17419,860824
17459,860824
17328,860824
17391,860824
17440,860824
17129,860824
17309,860824
17440,860824
17391,860824
17440,860824
17375,860824
17375,860824
17321,860824
17459,860824
17509,860824
17121,860824
17509,860824
17379,860824
17375,860824
17440,860824
17391,860824
17375,860824
17429,860824
17449,860824
17375,860824
17390,860824
17329,860824
17509,860824
17398,860824
17392,860824
17309,860824
17309,860824
17309,860824
17449,860824
17328,860824
17321,860824
17309,860824
17391,860824
17429,860824
17321,860824
17406,860824
17309,860824
17398,860824
17322,860824
17379,860824
17321,860824
17509,860824
17390,860824
17392,860824
17121,860824
17440,860824
17390,860824
17309,860824
17392,860824
17391,860824
17406,860824
17335,860824
17358,860824
17449,860824
17129,860824
17459,860824
17373,860824
17406,860824
17309,860824
17375,860824
17129,860824
17379,860824
17438,860824
17495,860824
17509,860824
17440,860824
17459,860824
17309,860824
17390,860824
17454,860824
17419,860824
17495,860824
17391,860824
17495,860824
17214,860828
17091,860828
17209,860828
17087,860828
17219,860828
17089,860828
17139,860828
17111,860828
17237,860828
17237,860828
17207,860828
17111,860828
17153,860828
17091,860828
17089,860828
17153,860828
17209,860828
17089,860828
17209,860828
17237,860828
17159,860828
17109,860828
17139,860828
17209,860828
17213,860828
17139,860828
17089,860828
17237,860828
17213,860828
17089,860828
17207,860828
17194,860828
17153,860828
17089,860828
17089,860828
17207,860828
17192,860828
17091,860828
17237,860828
17089,860828
17153,860828
17194,860828
17111,860828
17111,860828
17237,860828
17153,860828
17194,860828
17153,860828
17192,860828
17111,860828
17209,860828
17153,860828
17237,860828
17111,860828
17192,860828
17194,860828
17091,860828
17237,860828
17091,860828
17139,860828
17248,860828
17209,860828
17111,860828
17139,860828
17213,860828
17111,860828
17209,860828
17252,860828
17237,860828
17219,860828
17091,860828
17194,860828
17154,860828
17235,860828
17111,860828
17214,860828
17213,860828
17217,860828
17209,860828
17255,860828
17091,860828
17248,860828
17153,860828
17207,860828
17091,860828
17091,860828
17111,860828
17111,860828
17252,860828
17089,860828
17111,860828
17209,860828
17214,860828
17111,860828
17153,860828
17209,860828
17192,860828
17091,860828
17237,860828
17111,860828
17111,860828
17194,860828
17209,860828
17192,860828
17111,860828
17089,860828
17255,860828
17091,860828
17237,860828
17091,860828
17255,860828
17153,860828
17209,860828
17192,860828
17217,860828
17192,860828
17209,860828
17207,860828
17166,860828
17179,860828
18249,860828
17179,860828
18246,860828
18246,860828
17166,860828
17166,860828
18292,860828
18299,860828
18249,860828
17179,860828
18276,860828
17179,860828
17166,860828
18276,860828
17166,860828
17168,860828
18276,860828
18273,860828
18276,860828
17166,860828
18299,860828
18292,860828
17168,860828
18246,860828
18246,860828
18276,860828
18292,860828
18292,860828
18276,860828
18299,860828
18279,860828
17168,860828
18276,860828
18276,860828
18276,860828
18276,860828
18249,860828
18276,860828
17168,860828
18276,860828
18246,860828
18276,860828
17166,860828
17168,860828
18246,860828
17168,860828
18249,860828
17166,860828
17168,860828
17179,860828
18299,860828
17168,860828
18249,860828
18276,860828
18246,860828
20038,861608
20038,860706
20038,860702
20038,857706
20038,857820
20038,857438
26721,857972
26603,857972
26579,857972
26524,857972
26629,857972
26532,857972
26524,857972
26524,857972
26524,857972
26759,857972
26632,857972
26571,857972
26736,857972
26529,857972
26524,857972
26529,857972
26506,857972
26548,857972
26529,857972
26529,857972
26624,857972
26529,857972
26639,857972
26529,857972
26553,857972
26571,857972
26897,857226
26904,857226
26897,857226
26906,857226
26892,857226
26897,857226
49762,857226
49777,857226
49733,857226
26892,857226
26897,857226
49751,857226
49777,857226
26892,857226
49757,857226
49762,857226
26892,857226
26901,857226
26909,857226
26909,857226
49779,857226
49779,857226
26871,857226
26901,857226
49762,857226
26899,857226
49751,857226
49751,857226
49777,857226
26903,857226
49762,857226
49767,857226
49757,857226
26907,857226
49757,857226
49751,857226
26892,857226
26757,857226
26835,857226
26847,857226
26849,857226
26835,857226
26835,857226
26835,857226
26844,857226
26789,857226
26802,857226
26835,857226
26845,857226
26842,857226
26817,857226
26835,857226
26670,857226
26826,857226
26810,857226
26831,857226
0,857226
26382,857744
26441,857744
26452,857744
26419,857744
26434,857744
26486,857744
26345,857744
26316,857744
26340,857744
26487,857744
26427,857744
26427,857744
26556,857744
26446,857744
26427,857744
26465,857744
26427,857744
26556,857744
26427,857744
26487,857744
26489,857744
26556,857744
26474,857744
26427,857744
26556,857744
26427,857744
26556,857744
26409,857744
26105,857890
26689,857890
26160,857890
26188,857890
26180,857890
26655,857890
26215,857890
27749,857748
27243,857748
27243,857748
27801,857748
27243,857748
27777,857748
27243,857748
26197,857748
27243,857748
26209,857748
27798,857748
27243,857748
27243,857748
26203,857748
27793,857748
27243,857748
27804,857748
26919,857748
26969,857748
26931,857748
26349,857748
27809,857748
26954,857748
26939,857748
26935,857748
21769,860886
21785,860886
21782,860886
27472,860886
21755,860886
21745,860886
21769,860886
21775,860886
21769,860886
27612,860886
21770,860886
21763,860886
21785,860886
21765,860886
21787,860886
21775,860886
21756,860886
21762,860886
21762,860886
27619,860886
21775,860886
21772,860886
21776,860886
21789,860886
27616,860886
27628,860886
27639,860886
27607,860886
21781,860886
21730,860886
21709,860886
21706,860886
21709,860886
21710,860886
21727,860886
21729,860886
21712,860886
21714,860886
21726,860886
21709,860886
21726,860886
21732,860886
21734,860886
21726,860886
21737,860886
27432,857356
27446,857356
27432,857356
27412,857356
27432,857356
27412,857356
27446,857356
27432,857356
27404,857356
27446,857356
27442,857356
27419,857356
27404,857356
27419,857356
27404,857356
27412,857356
27432,857356
27419,857356
27412,857356
27419,857356
27419,857356
27432,857356
27404,857356
27404,857356
27446,857356
27404,857356
27446,857356
27419,857356
27412,857356
27419,857356
27419,857356
27412,857356
27412,857356
27412,857356
27419,857356
27404,857356
21684,857356
21702,857356
21641,857356
21698,857356
21643,857356
21640,857356
21698,857356
21614,857356
21717,857356
21739,857356
21717,857356
21720,857356
21720,857356
21698,857356
21723,857356
21640,857356
21635,857356
27449,857356
21720,857356
21640,857356
21640,857356
21644,857356
21682,857356
21720,857356
49832,858074
49844,858074
49832,858074
49770,858074
48488,858074
49832,858074
49744,858074
49838,858074
49838,858074
49740,858074
49770,858074
49774,858074
49838,858074
49838,858074
49808,858074
48480,858074
49716,858074
49832,858074
48499,858074
48480,858074
48480,858074
49832,858074
49838,858074
48455,858074
49824,858074
48465,858074
49828,858074
49828,858074
49843,858074
49843,858074
49843,858074
49846,858074
48465,858074
49847,858074
49824,858074
49828,858074
49828,858074
48529,858074
48465,858074
49828,858074
48465,858074
49824,858074
48465,858074
49843,858074
49847,858074
49835,858074
49849,858074
48465,858074
26676,857172
26219,857172
49692,857172
49661,857172
49685,857172
49632,857172
26169,857172
49681,857172
49688,857172
49699,857172
49624,857172
49696,857172
26683,857172
49456,857172
49401,857172
49413,857172
49424,857172
49451,857172
49393,857172
49434,857172
49439,857172
49377,857172
49429,857172
27257,857578
27330,857578
27245,857578
27245,857578
49406,857578
49453,857578
27211,857578
27246,857578
49448,857578
49453,857578
49356,857578
49457,857578
49406,857578
27248,857578
49406,857578
27259,857578
49453,857578
49448,857578
27245,857578
49459,857578
49448,857578
27249,857578
49448,857578
27327,857578
27249,857578
27251,857578
49448,857578
49453,857578
27251,857578
27252,857578
27327,857578
27254,857578
27254,857578
49448,857578
28816,857578
27257,857578
27232,857578
28857,857578
27239,857578
27259,857578
49419,857578
27259,857578
49453,857578
28844,857578
27305,857578
27333,857578
31603,857578
27324,857578
27324,857578
27324,857578
27324,857578
27318,857578
27318,857578
27318,857578
31604,857578
27324,857578
31600,857578
31606,857578
27333,857578
27729,857716
28879,857716
27729,857716
27729,857716
28865,857716
27729,857716
27711,857716
27721,857716
28790,857716
27729,857716
27726,857716
28832,857716
27337,857716
27313,857716
27321,857716
27308,857716
27299,857716
28870,857716
28876,857716
27339,857716
27283,857716
27321,857716
27367,857600
27367,857600
27386,857600
27386,857600
27389,857600
27367,857600
27367,857600
27389,857600
27386,857600
27386,857600
27367,857600
27386,857600
27389,857600
27367,857600
27356,857600
27383,857600
27367,857600
27389,857600
27389,857600
27374,857600
27386,857600
29693,857600
29646,857600
29693,857600
29690,857600
29693,857600
29690,857600
29683,857600
27336,857600
29690,857600
29690,857600
29693,857600
27336,857600
29693,857600
29690,857600
29633,857600
29643,857600
27336,857600
29640,857600
29690,857600
29614,857600
29649,857600
29664,857600
29683,857600
21279,858016
21271,858016
21227,858016
21438,858016
21244,858016
21255,858016
21423,858016
21279,858016
21272,858016
21376,858016
21376,858016
21441,858016
21376,858016
21646,858016
21256,858016
21271,858016
21228,858016
21258,858016
21279,858016
21266,858016
21255,858016
21255,858016
21436,858016
21439,858016
21647,858016
21629,858016
21259,858016
21649,858016
21224,858016
21376,858016
21218,858016
21435,858016
21395,858016
21442,858016
21255,858016
21274,858016
21444,858016
21261,858016
21279,858016
21423,858016
21255,858016
21445,858016
